category,gender,is_fraud,median_household_income,poverty_rate,region,age,late_night,amt_thousand,city_pop_thousand
entertainment,F,0,84779.0,5.6,Midwest,24,0,0.60949,2.607
shopping_net,F,0,58802.0,2.3,West,31,0,2.4782800000000003,0.606
shopping_net,F,0,79706.0,6.2,West,49,0,0.8131799999999999,84.106
shopping_pos,F,0,68188.0,7.7,South,42,0,0.85124,1.563
shopping_net,F,0,53813.0,9.8,Midwest,48,0,5.899859999999999,2.036
shopping_pos,F,0,50795.0,14.2,Midwest,29,0,1.78269,1.228
shopping_pos,F,0,56395.0,7.9,Midwest,39,0,0.74426,3.104
shopping_net,F,0,73084.0,10.4,South,34,0,0.85022,224.256
shopping_pos,F,0,42417.0,17.0,Midwest,39,0,1.00538,0.509
misc_pos,M,0,17049.0,27.7,Midwest,25,0,0.67725,128.715
shopping_net,F,0,105208.0,0.0,Northeast,39,0,0.66899,0.504
misc_pos,M,0,53839.0,10.1,South,43,0,1.6575799999999998,3.776
shopping_pos,M,0,50672.0,12.0,Midwest,45,0,0.91201,75.83
shopping_pos,F,0,59583.0,5.2,Midwest,48,0,0.68761,0.811
shopping_net,M,1,51484.0,7.2,Midwest,30,1,1.02104,1.735
shopping_net,M,0,56596.0,7.1,Northeast,47,1,1.4709,5.507
misc_net,M,1,51484.0,7.2,Midwest,30,1,0.85064,1.735
shopping_pos,M,1,51484.0,7.2,Midwest,30,1,0.76017,1.735
shopping_pos,F,0,54554.0,19.6,Northeast,29,1,1.7321099999999998,0.722
misc_net,F,1,59228.0,19.6,South,21,1,0.98983,6.841
misc_net,F,1,59228.0,19.6,South,21,1,0.6842699999999999,6.841
misc_pos,F,1,76719.0,2.4,Midwest,25,1,0.68431,0.733
misc_net,F,1,76719.0,2.4,Midwest,25,1,0.77278,0.733
shopping_net,F,1,57436.0,10.2,South,25,1,0.9870099999999999,5.719
shopping_net,F,1,57436.0,10.2,South,25,1,0.9062,5.719
misc_pos,F,0,53194.0,2.4,South,58,1,1.00805,1.143
misc_net,F,0,34522.0,21.2,South,59,0,1.1562000000000001,3.876
misc_net,F,0,62184.0,10.0,Midwest,47,0,0.7972899999999999,9.512
misc_net,F,0,70406.0,2.7,Midwest,36,0,0.77116,2.644
shopping_net,F,0,32250.0,11.7,Midwest,62,0,0.67679,0.118
shopping_net,M,0,64042.0,7.8,Midwest,50,0,0.6599400000000001,1.656
shopping_net,M,0,27000.0,35.8,Northeast,88,0,1.01732,0.397
misc_pos,F,0,54063.0,13.8,Midwest,54,0,0.72802,0.269
shopping_net,M,0,51021.0,14.8,South,58,0,0.61695,13.422
shopping_pos,F,0,58802.0,10.4,West,41,0,0.6727000000000001,0.31
shopping_net,F,0,65224.0,12.8,West,38,0,0.64097,1312.922
shopping_pos,F,1,59228.0,19.6,South,21,0,0.7904,6.841
shopping_net,F,0,58802.0,10.4,South,37,0,0.6612,0.106
shopping_pos,F,0,58802.0,25.7,South,30,0,0.6901799999999999,0.217
shopping_pos,M,0,83709.0,7.4,South,20,0,1.30288,28.739
shopping_net,F,0,56929.0,13.9,Northeast,29,0,0.62403,8.83
shopping_pos,F,0,129703.0,4.4,South,35,0,0.65666,2906.7
travel,M,0,80278.0,14.3,West,64,0,0.68496,0.207
shopping_net,M,1,72885.0,6.9,Northeast,51,0,0.9690700000000001,0.743
travel,F,0,61250.0,7.9,Northeast,71,0,3.95439,1.274
shopping_pos,M,1,94487.0,6.5,South,95,1,1.1134000000000002,9.784
shopping_net,F,0,38646.0,12.0,Midwest,32,1,0.7133999999999999,0.338
shopping_net,M,1,94487.0,6.5,South,95,1,1.03721,9.784
shopping_net,M,0,53891.0,13.4,South,54,1,0.7263,640.47
shopping_net,F,0,44063.0,22.5,Midwest,69,1,0.74475,0.331
shopping_net,M,0,58802.0,0.0,South,76,1,0.7576799999999999,0.074
shopping_net,F,0,46582.0,11.2,West,50,1,1.00314,45.303
misc_pos,M,0,52500.0,14.0,Midwest,67,1,0.99775,0.169
misc_net,M,0,48750.0,23.7,Midwest,78,1,0.66765,0.14
misc_net,F,1,59228.0,19.6,South,21,1,0.82563,6.841
shopping_net,F,0,50500.0,12.3,Northeast,65,1,0.6565700000000001,1.909
misc_net,F,0,70406.0,2.7,Midwest,36,0,0.66098,2.644
shopping_net,F,0,83438.0,0.0,South,54,0,0.6587000000000001,0.099
misc_pos,F,0,32406.0,26.7,South,61,0,0.7061900000000001,13.061
shopping_pos,F,0,78971.0,7.7,Northeast,59,0,0.7366699999999999,2.158
shopping_pos,F,0,58802.0,5.7,South,61,0,0.67899,0.63
shopping_pos,M,0,47917.0,5.3,Midwest,78,0,0.97841,0.864
misc_net,M,0,108258.0,3.7,South,35,0,0.93712,20.328
shopping_pos,M,0,55107.0,14.5,South,43,0,1.8833900000000001,8.269
shopping_net,F,0,46913.0,24.5,West,31,0,0.73338,35.371
misc_pos,M,0,46536.0,15.8,South,36,0,1.7258099999999998,3.766
misc_net,F,1,44206.0,12.3,South,91,0,0.79298,19.09
shopping_net,F,0,53542.0,3.8,Midwest,48,0,2.91533,0.771
shopping_net,M,0,40871.0,28.9,West,32,0,1.674,7.268
shopping_net,F,0,67271.0,6.8,South,28,0,1.4814,5.875
shopping_net,M,0,60397.0,18.1,Northeast,29,0,2.70839,1382.48
shopping_net,F,0,50795.0,14.2,Midwest,29,0,0.7878,1.228
shopping_net,F,0,46693.0,16.2,Midwest,44,0,1.2724600000000001,910.148
travel,M,0,89846.0,5.3,South,23,0,1.3948800000000001,20.478
misc_net,M,1,72885.0,6.9,Northeast,51,1,0.7586,0.743
shopping_net,M,1,72885.0,6.9,Northeast,51,1,0.9185800000000001,0.743
shopping_net,M,1,94487.0,6.5,South,95,1,0.91674,9.784
misc_net,F,1,44206.0,12.3,South,91,1,0.74286,19.09
shopping_net,F,1,59228.0,19.6,South,21,1,0.89163,6.841
shopping_net,F,0,109063.0,4.1,West,66,0,0.7550399999999999,0.337
misc_pos,F,0,58281.0,9.6,Midwest,78,0,0.97566,3.119
shopping_net,M,0,59375.0,7.1,Midwest,68,0,0.6298400000000001,1.517
misc_net,F,0,54464.0,21.7,Midwest,52,0,0.66001,0.248
misc_net,M,0,49643.0,18.0,South,27,0,1.54735,238.602
shopping_pos,F,0,51833.0,5.9,Northeast,33,0,0.8144199999999999,1.334
shopping_net,M,0,58802.0,10.1,Midwest,32,0,0.62002,910.148
shopping_pos,M,0,80506.0,5.8,Midwest,29,0,1.1348099999999999,9.679
shopping_net,F,0,44063.0,8.0,South,38,0,0.6707000000000001,0.836
shopping_pos,F,0,51528.0,17.9,West,31,0,1.99417,1.661
travel,M,0,58056.0,10.8,Midwest,17,0,8.64535,1.512
travel,F,0,44473.0,19.5,South,35,0,1.65411,36.438
travel,M,0,50972.0,9.8,West,53,0,6.78292,1.939
shopping_pos,F,0,58802.0,25.8,Northeast,29,0,0.80851,0.069
shopping_net,M,1,63566.0,17.3,South,72,1,1.1178299999999999,15.647
shopping_net,F,1,44206.0,12.3,South,91,1,0.8552799999999999,19.09
misc_net,M,1,63566.0,17.3,South,72,1,0.72397,15.647
misc_pos,M,0,95859.0,2.7,Northeast,42,1,0.9285800000000001,11.25
shopping_pos,F,1,44206.0,12.3,South,91,1,1.01008,19.09
misc_net,M,1,38375.0,25.4,South,27,1,0.82128,14.742
misc_net,F,0,65096.0,16.3,West,69,1,1.15211,1.139
misc_net,M,1,38375.0,25.4,South,27,1,0.61595,14.742
shopping_net,F,1,63125.0,13.4,South,43,1,1.11606,4.09
misc_net,M,1,38375.0,25.4,South,27,1,0.7090700000000001,14.742
misc_pos,F,0,44016.0,21.8,Northeast,67,0,0.99021,2.148
misc_pos,F,0,77260.0,6.1,South,66,0,1.38583,27.829
misc_net,F,0,34375.0,22.7,Northeast,50,0,0.87693,0.19
shopping_pos,M,0,54484.0,12.2,West,58,0,0.84621,4.154
shopping_pos,F,0,68011.0,7.6,South,39,0,0.88377,21.902
shopping_net,F,0,58802.0,25.8,Northeast,29,0,1.32395,0.069
shopping_pos,F,0,54348.0,17.2,South,46,0,1.04283,151.785
travel,M,0,60106.0,20.8,South,68,0,0.6083999999999999,8.512
shopping_net,F,0,30139.0,23.7,South,36,0,2.35298,0.54
shopping_net,M,0,49643.0,18.0,South,27,0,1.81173,238.602
shopping_net,F,0,57722.0,9.0,Northeast,45,0,0.6482,5.895
shopping_pos,M,1,63566.0,17.3,South,72,1,0.9356,15.647
shopping_net,M,1,38375.0,25.4,South,27,1,0.96954,14.742
misc_pos,M,0,71467.0,3.9,South,27,1,1.64588,9.496
shopping_net,M,1,63566.0,17.3,South,72,1,1.26718,15.647
shopping_net,F,1,124590.0,2.2,Northeast,50,1,1.0518599999999998,2.307
misc_pos,F,1,80263.0,4.8,Midwest,38,1,0.71417,1.789
shopping_pos,F,1,63125.0,13.4,South,43,1,0.8965,4.09
misc_net,F,0,68750.0,4.1,Midwest,89,1,1.31578,0.307
misc_net,M,1,38375.0,25.4,South,27,1,0.81459,14.742
misc_pos,F,1,83125.0,4.0,Midwest,43,1,0.84457,0.346
misc_net,M,1,38375.0,25.4,South,27,1,0.69552,14.742
shopping_net,M,0,32500.0,23.6,Midwest,57,1,0.77399,0.269
shopping_pos,F,1,63125.0,13.4,South,43,1,0.8509,4.09
misc_net,F,0,47742.0,24.4,South,57,1,1.10631,6.629
misc_net,F,1,83125.0,4.0,Midwest,43,1,0.7784,0.346
shopping_pos,F,0,85781.0,0.7,Northeast,61,0,0.6706799999999999,1.271
shopping_net,F,0,81777.0,8.2,South,42,0,1.1204,10.076
shopping_pos,M,0,69688.0,7.3,Northeast,26,0,0.85005,4.354
shopping_pos,F,0,35078.0,17.0,South,43,0,0.80859,4.726
travel,F,0,98417.0,5.8,Northeast,47,0,1.0190299999999999,2.376
shopping_pos,F,0,55625.0,13.5,West,47,0,0.67063,11.256
shopping_pos,F,0,28542.0,37.7,South,47,0,0.66055,0.302
misc_pos,F,0,60893.0,5.6,Northeast,47,0,0.8108099999999999,0.922
shopping_pos,F,0,38654.0,16.4,South,28,0,0.7448400000000001,4.575
misc_pos,M,0,37679.0,21.1,West,23,0,0.74117,276.896
shopping_net,F,1,124590.0,2.2,Northeast,50,1,1.17112,2.307
shopping_pos,F,1,80263.0,4.8,Midwest,38,1,1.0434,1.789
shopping_pos,M,0,108258.0,3.7,South,35,1,1.25522,20.328
travel,M,0,68558.0,6.8,Northeast,32,1,0.62133,0.477
travel,F,0,39554.0,7.1,Midwest,48,1,0.80557,0.765
shopping_net,F,1,124590.0,2.2,Northeast,50,1,0.81562,2.307
shopping_pos,F,1,80263.0,4.8,Midwest,38,1,1.0790799999999998,1.789
travel,F,0,68011.0,7.6,South,39,1,2.2856,21.902
shopping_net,F,1,80263.0,4.8,Midwest,38,1,1.10733,1.789
shopping_net,F,1,80263.0,4.8,Midwest,38,1,0.88283,1.789
shopping_pos,F,1,80263.0,4.8,Midwest,38,1,1.05131,1.789
shopping_pos,F,1,83125.0,4.0,Midwest,43,1,0.81905,0.346
misc_net,M,1,43661.0,14.1,South,41,1,0.76262,3.395
shopping_pos,M,0,58625.0,0.0,West,52,1,0.76475,0.899
misc_net,M,1,43661.0,14.1,South,41,1,0.76603,3.395
misc_net,F,1,83125.0,4.0,Midwest,43,1,0.9541900000000001,0.346
misc_net,F,0,45795.0,13.2,South,58,0,1.0620399999999999,5.908
entertainment,F,0,63543.0,11.8,South,35,0,0.63299,19.685
shopping_pos,M,0,56596.0,7.1,Northeast,47,0,4.39425,5.507
shopping_net,F,0,22800.0,28.7,South,48,0,1.2437799999999999,1.089
shopping_pos,M,0,69205.0,10.4,South,26,0,1.78175,71.335
misc_pos,M,0,58019.0,13.7,West,30,0,1.18421,9.772
shopping_pos,F,1,66194.0,7.8,Midwest,64,1,0.87738,222.785
shopping_net,F,1,66194.0,7.8,Midwest,64,1,0.93191,222.785
travel,M,0,47220.0,8.5,South,84,1,2.8497399999999997,1.461
misc_net,M,0,49153.0,19.7,Northeast,49,1,0.70509,3.833
misc_pos,F,0,68440.0,8.3,South,28,1,0.60277,51.427
shopping_net,F,0,110417.0,4.0,Midwest,78,1,0.71993,2.328
shopping_pos,M,0,81042.0,3.8,Midwest,64,1,0.67362,0.532
shopping_net,F,0,88917.0,0.0,Midwest,66,0,1.1989,0.133
misc_net,M,0,149934.0,3.9,South,43,0,0.77542,19.054
misc_net,F,0,57679.0,16.5,South,68,0,1.01824,1.078
shopping_pos,M,0,57949.0,11.0,Midwest,74,0,1.45327,95.015
shopping_pos,F,0,57302.0,9.0,South,52,0,1.35372,156.391
misc_pos,F,0,57722.0,9.0,Northeast,45,0,0.60677,5.895
misc_pos,M,0,58802.0,0.0,Northeast,56,0,0.7918,0.176
shopping_net,M,0,59375.0,7.1,Midwest,68,0,0.93691,1.517
shopping_net,F,0,62944.0,7.7,South,44,0,0.77575,4.074
shopping_pos,F,0,58802.0,0.0,West,33,0,1.55963,0.046
shopping_pos,F,0,71250.0,6.8,South,37,0,1.2022,0.178
shopping_pos,F,0,62772.0,12.5,Midwest,49,0,1.9603599999999999,479.994
shopping_net,F,0,51759.0,25.8,South,49,0,0.7504400000000001,1.412
shopping_pos,F,0,58802.0,25.8,Northeast,29,0,1.36787,0.069
shopping_pos,F,0,41950.0,7.9,South,32,0,0.73748,3.495
shopping_net,F,0,64898.0,14.3,South,32,0,0.63451,12.335
shopping_net,F,0,47250.0,16.9,Midwest,44,0,0.8135,0.324
shopping_pos,F,0,41250.0,23.6,West,34,0,0.7163200000000001,1.645
shopping_pos,M,0,98537.0,9.2,South,27,0,0.66692,116.001
shopping_net,F,0,80333.0,5.1,West,28,0,1.26735,525.713
shopping_net,F,0,44688.0,24.6,South,46,0,1.08644,5.621
shopping_net,F,0,73084.0,10.4,South,34,0,0.62351,224.256
shopping_pos,F,0,97759.0,6.3,West,34,0,2.2216199999999997,94.014
shopping_pos,F,0,44379.0,19.3,South,24,0,1.49334,34.153
misc_pos,F,0,34261.0,6.9,South,27,0,0.8576,1.352
travel,M,0,17708.0,80.9,South,81,0,3.87202,0.376
shopping_net,F,0,97470.0,7.0,West,43,1,0.9410599999999999,190.249
shopping_net,F,1,66194.0,7.8,Midwest,64,1,0.89798,222.785
shopping_pos,F,1,66194.0,7.8,Midwest,64,1,1.1095599999999999,222.785
shopping_net,F,1,60833.0,10.1,South,44,1,0.9359700000000001,1.766
shopping_pos,F,0,51667.0,10.0,Northeast,61,1,1.24531,1.131
misc_net,F,0,61953.0,16.9,Northeast,46,1,0.71126,71.485
shopping_pos,F,1,60833.0,10.1,South,44,1,0.86253,1.766
shopping_pos,F,0,58365.0,13.5,Northeast,54,1,0.70929,1.606
shopping_net,F,0,40694.0,25.4,South,52,1,0.6262000000000001,413.574
shopping_net,F,0,109063.0,4.1,West,66,1,0.84105,0.337
misc_net,F,0,82217.0,8.8,West,47,0,0.77297,54.287
misc_net,F,1,60833.0,10.1,South,44,0,0.8763200000000001,1.766
shopping_net,F,0,53368.0,12.4,South,70,0,0.63339,13.717
shopping_pos,M,0,92518.0,4.3,South,66,0,1.0603399999999998,69.793
misc_pos,F,0,58802.0,10.4,Midwest,60,0,0.94333,0.051
shopping_pos,F,0,77260.0,6.1,South,66,0,2.44275,27.829
shopping_net,F,0,40574.0,27.4,South,36,0,1.55539,59.744
shopping_net,M,0,55152.0,10.7,South,35,0,1.49955,79.008
shopping_pos,F,0,46136.0,8.1,West,39,0,1.14097,0.241
travel,M,0,58864.0,15.8,Midwest,34,0,0.60565,0.795
travel,F,0,69828.0,11.5,West,38,0,1.1886400000000001,3.684
travel,F,0,60313.0,11.1,South,86,0,3.30057,276.002
misc_net,F,0,53813.0,9.8,Midwest,48,0,1.2705,2.036
shopping_pos,F,0,47182.0,15.9,Midwest,41,0,0.82333,6.469
shopping_pos,F,0,44904.0,19.2,South,36,0,0.79525,21.134
shopping_net,F,0,129703.0,4.4,South,35,0,1.5087300000000001,2906.7
shopping_pos,F,0,54554.0,19.6,Northeast,29,0,0.74989,0.722
shopping_net,F,0,35450.0,25.6,South,48,0,0.61481,270.712
shopping_pos,F,0,69524.0,8.0,West,35,1,1.3198800000000002,299.48
shopping_net,F,0,75125.0,7.1,Midwest,26,1,0.95111,2.691
shopping_net,F,0,67447.0,8.3,Northeast,39,1,0.68111,6.508
misc_net,F,1,53265.0,10.8,Midwest,22,1,0.8389800000000001,6.703
shopping_pos,F,0,44540.0,34.2,West,56,1,2.1173800000000003,191.096
shopping_net,F,0,68788.0,19.2,Northeast,92,1,0.7007599999999999,3.066
misc_net,M,1,64663.0,6.2,Midwest,44,1,0.8283400000000001,3.096
shopping_pos,F,1,60833.0,10.1,South,44,1,1.02417,1.766
misc_pos,M,0,62326.0,3.6,Midwest,65,1,0.9265399999999999,2.304
misc_net,F,0,54063.0,13.8,Midwest,54,0,0.68986,0.269
misc_pos,F,1,60833.0,10.1,South,44,0,0.8129500000000001,1.766
misc_net,F,0,52527.0,21.5,South,69,0,0.61317,1.178
misc_net,F,0,50565.0,14.6,South,49,0,0.6355700000000001,2.526
shopping_net,F,0,116313.0,2.6,Northeast,93,0,0.97102,4.845
shopping_pos,M,1,69760.0,8.6,Midwest,50,0,0.92737,3.289
shopping_pos,F,0,57436.0,10.2,South,25,0,0.79526,5.719
shopping_pos,F,0,56929.0,13.9,Northeast,29,0,0.64381,8.83
shopping_pos,F,0,50565.0,14.6,South,49,0,0.92831,2.526
shopping_net,F,0,33175.0,19.2,West,32,0,1.38788,2.872
shopping_net,F,0,37348.0,13.4,South,33,0,1.44637,1.186
shopping_pos,M,0,54613.0,22.1,South,25,0,1.0488499999999998,214.703
shopping_net,F,0,97470.0,7.0,West,43,0,1.25332,190.249
misc_pos,M,0,52512.0,10.0,Midwest,30,0,0.68789,7.297
shopping_net,F,1,53265.0,10.8,Midwest,22,1,1.12506,6.703
shopping_net,M,1,69760.0,8.6,Midwest,50,1,0.97639,3.289
shopping_net,M,0,161140.0,3.3,Midwest,34,1,1.26732,27.02
shopping_pos,M,1,64663.0,6.2,Midwest,44,1,0.73646,3.096
shopping_pos,M,1,64663.0,6.2,Midwest,44,1,0.87399,3.096
shopping_net,M,1,69760.0,8.6,Midwest,50,1,1.0425799999999998,3.289
shopping_net,F,1,53265.0,10.8,Midwest,22,1,1.04678,6.703
shopping_net,M,1,64663.0,6.2,Midwest,44,1,1.02484,3.096
shopping_pos,F,1,60833.0,10.1,South,44,1,0.7741,1.766
shopping_net,F,1,53265.0,10.8,Midwest,22,1,1.18577,6.703
shopping_pos,M,1,64663.0,6.2,Midwest,44,1,0.7995599999999999,3.096
shopping_pos,F,1,53265.0,10.8,Midwest,22,1,0.90985,6.703
shopping_net,F,1,51250.0,21.7,South,49,1,0.9136799999999999,0.551
shopping_pos,M,0,67789.0,9.3,South,61,0,1.83859,1263.321
misc_net,M,0,48750.0,23.7,Midwest,78,0,1.0659100000000001,0.14
misc_pos,F,0,69167.0,8.4,Midwest,37,0,0.65449,1.574
shopping_pos,F,0,57722.0,9.0,Northeast,45,0,0.70716,5.895
shopping_pos,F,0,38646.0,12.0,Midwest,32,0,3.0707199999999997,0.338
shopping_pos,F,0,42317.0,19.9,South,43,0,0.7449,16.183
shopping_pos,F,0,68188.0,7.7,South,42,0,0.91403,1.563
shopping_net,M,1,64663.0,6.2,Midwest,44,1,1.0323099999999998,3.096
shopping_net,F,1,53265.0,10.8,Midwest,22,1,1.03566,6.703
misc_net,M,1,69760.0,8.6,Midwest,50,1,0.79622,3.289
shopping_net,F,1,78879.0,6.1,Midwest,72,1,0.9501900000000001,1.19
shopping_pos,M,1,64663.0,6.2,Midwest,44,1,0.84013,3.096
misc_net,F,1,78879.0,6.1,Midwest,72,1,0.82229,1.19
shopping_net,M,1,69760.0,8.6,Midwest,50,1,0.96604,3.289
shopping_net,F,1,46136.0,8.1,West,39,1,1.02576,0.241
shopping_pos,F,1,61887.0,15.4,South,32,1,0.82113,94.325
shopping_pos,F,1,51250.0,21.7,South,49,1,0.81162,0.551
shopping_net,F,1,51250.0,21.7,South,49,1,1.00386,0.551
misc_net,F,0,39554.0,7.1,Midwest,48,0,0.77059,0.765
shopping_net,F,0,40927.0,9.3,South,64,0,1.10975,0.263
misc_net,M,0,99614.0,6.5,South,29,0,0.9551799999999999,316.665
shopping_net,M,0,25875.0,17.7,South,63,0,0.68228,1.758
shopping_pos,F,1,78879.0,6.1,Midwest,72,0,0.8899400000000001,1.19
shopping_net,F,0,69408.0,9.5,West,45,0,0.7952100000000001,320.42
shopping_pos,F,0,35450.0,25.6,South,48,0,0.64271,270.712
shopping_pos,M,0,57276.0,10.7,South,48,0,0.80911,5.901
shopping_pos,F,0,54711.0,15.7,South,37,0,0.7960900000000001,186.14
travel,F,0,49274.0,10.1,West,63,0,2.33665,4.161
misc_pos,M,0,69205.0,10.4,South,26,0,0.62724,71.335
shopping_pos,F,0,58802.0,0.0,South,44,1,0.8358,0.313
shopping_pos,F,1,51250.0,21.7,South,49,1,0.84581,0.551
misc_pos,F,0,93786.0,6.1,Midwest,15,1,0.79931,163.415
shopping_pos,F,1,78879.0,6.1,Midwest,72,1,0.7856799999999999,1.19
misc_net,F,1,78879.0,6.1,Midwest,72,1,0.81126,1.19
shopping_net,F,1,46136.0,8.1,West,39,1,0.86633,0.241
shopping_pos,F,1,46136.0,8.1,West,39,1,0.93978,0.241
misc_net,F,0,81117.0,0.0,Northeast,37,1,0.9963200000000001,0.328
misc_net,M,0,55313.0,5.0,Midwest,53,0,0.7118099999999999,0.68
shopping_net,M,0,90688.0,7.1,South,52,0,1.10883,6.434
shopping_net,M,0,53891.0,13.4,South,54,0,0.6313200000000001,640.47
shopping_pos,F,0,58802.0,0.0,West,80,0,0.6487999999999999,0.061
shopping_net,F,0,50500.0,12.3,Northeast,65,0,0.97284,1.909
shopping_net,M,0,126597.0,0.0,South,55,0,0.66244,0.47
misc_net,F,0,58802.0,12.0,Northeast,35,0,0.72122,21.125
shopping_net,F,0,45859.0,24.7,South,59,0,1.11999,4.424
misc_net,F,0,64510.0,9.3,South,36,0,0.76751,144.16
shopping_pos,F,0,67271.0,6.8,South,28,0,1.0976199999999998,5.875
shopping_pos,M,0,58750.0,6.5,Midwest,33,0,0.90661,16.163
shopping_pos,M,0,74744.0,11.6,Northeast,46,1,1.2896800000000002,687.276
shopping_pos,M,0,55843.0,13.4,West,32,1,2.12711,151.815
shopping_pos,F,0,54554.0,19.6,Northeast,29,1,3.4453400000000003,0.722
shopping_pos,M,0,51008.0,9.6,Northeast,52,1,0.71412,1.666
shopping_pos,F,1,65074.0,4.6,Midwest,46,1,1.31997,1.745
shopping_pos,F,0,62944.0,7.7,South,44,0,1.35693,4.074
misc_pos,M,0,85208.0,4.2,South,39,0,0.77615,5.848
shopping_pos,F,0,93786.0,6.1,Midwest,15,0,0.6333,163.415
shopping_pos,M,0,58802.0,10.4,South,40,0,0.8623500000000001,493.806
entertainment,M,0,77425.0,9.8,West,46,0,0.6250800000000001,105.549
shopping_net,F,0,44688.0,24.6,South,46,0,0.69698,5.621
shopping_pos,F,0,56611.0,10.4,South,49,0,1.5989,46.563
shopping_pos,F,0,58802.0,10.4,West,41,0,2.4378699999999998,0.31
shopping_net,F,0,22800.0,28.7,South,48,1,2.96987,1.089
shopping_net,M,0,99614.0,6.5,South,29,1,1.01041,316.665
shopping_net,M,0,27391.0,32.3,South,21,1,2.88652,2.87
shopping_pos,F,0,60270.0,13.4,South,90,1,1.15392,52.126
shopping_net,F,1,65074.0,4.6,Midwest,46,1,1.0004600000000001,1.745
shopping_net,F,1,65074.0,4.6,Midwest,46,1,1.01977,1.745
shopping_net,M,0,50972.0,9.8,West,53,1,0.74821,1.939
misc_net,F,0,50152.0,17.0,South,27,0,0.69389,5.161
shopping_pos,F,0,45958.0,11.9,South,53,0,2.1117199999999996,5.989
shopping_pos,F,0,53243.0,10.6,South,89,0,0.72329,2.807
shopping_pos,M,0,94481.0,3.6,Midwest,61,0,0.87258,5.619
misc_pos,F,0,50684.0,8.1,Midwest,60,0,0.77971,4.049
shopping_net,F,0,72385.0,13.6,West,36,0,1.14791,27.971
shopping_pos,F,0,61875.0,8.0,Midwest,22,0,0.83469,9.594
shopping_pos,M,0,27391.0,32.3,South,21,0,1.2530899999999998,2.87
shopping_pos,F,0,97759.0,6.3,West,34,0,1.46869,94.014
travel,F,0,66367.0,5.2,Midwest,32,0,2.14193,545.147
shopping_net,F,0,72614.0,4.7,Midwest,25,0,2.21894,0.372
shopping_net,F,0,64712.0,15.2,South,43,0,0.91708,378.909
shopping_net,M,0,54159.0,14.9,Northeast,22,1,0.67488,17.867
travel,F,0,54063.0,13.8,Midwest,54,1,3.13513,0.269
misc_pos,F,0,77989.0,5.1,Midwest,23,1,0.61558,31.394
shopping_pos,F,0,53280.0,18.7,Midwest,28,1,0.71131,128.354
shopping_net,F,0,35450.0,25.6,South,48,1,1.0620399999999999,270.712
shopping_net,M,0,48750.0,23.7,Midwest,78,1,1.10499,0.14
shopping_pos,F,1,48377.0,13.6,South,36,1,0.90988,1.523
shopping_net,M,0,64688.0,8.7,Northeast,66,1,0.64561,4.778
misc_net,M,0,94487.0,6.5,South,95,0,1.07019,9.784
shopping_pos,F,0,104501.0,5.2,West,60,0,2.96905,1241.364
shopping_net,F,0,106120.0,2.6,Northeast,55,0,1.1182,5.438
shopping_pos,F,0,64712.0,15.2,South,43,0,1.03702,378.909
shopping_pos,F,0,69408.0,9.5,West,45,0,0.60724,320.42
shopping_net,F,0,33175.0,19.2,West,32,0,0.74017,2.872
misc_net,M,0,36421.0,26.0,South,24,0,0.80132,1595.797
shopping_net,F,0,68611.0,0.0,South,48,0,0.73276,0.863
misc_pos,M,0,57276.0,10.7,South,48,0,0.6373099999999999,5.901
shopping_net,M,0,108258.0,3.7,South,35,0,1.0373599999999998,20.328
shopping_pos,M,0,66079.0,9.0,Midwest,38,0,1.23172,23.727
travel,F,0,41245.0,15.0,South,42,0,1.83276,9.521
shopping_net,F,0,58802.0,10.4,South,37,1,1.0346300000000002,0.106
misc_net,M,0,52375.0,10.5,West,74,1,0.6532,0.589
shopping_net,F,1,48377.0,13.6,South,36,1,1.0176699999999999,1.523
shopping_net,M,0,126597.0,0.0,South,55,1,1.1919300000000002,0.47
misc_pos,F,0,58802.0,100.0,South,53,1,0.6300800000000001,717.255
misc_net,F,0,58802.0,75.0,West,31,1,0.77928,0.104
misc_pos,F,1,48377.0,13.6,South,36,1,0.6454099999999999,1.523
shopping_pos,F,0,47528.0,19.4,Midwest,93,0,1.36605,16.305
shopping_pos,M,0,56764.0,9.2,Midwest,57,0,1.58127,9.165
misc_net,M,0,46536.0,15.8,South,36,0,1.0718299999999998,3.766
misc_net,M,0,149934.0,3.9,South,43,0,1.16916,19.054
shopping_pos,M,0,18170.0,17.2,South,50,0,2.11253,0.365
shopping_net,M,0,65161.0,18.7,Midwest,82,0,0.8164199999999999,4.081
shopping_net,F,0,39250.0,21.3,South,34,0,2.34863,1.97
shopping_pos,F,0,55625.0,13.5,West,47,0,0.62049,11.256
misc_pos,M,0,61067.0,2.2,Midwest,34,0,0.7460800000000001,409.656
shopping_net,F,0,21250.0,37.7,Midwest,33,0,1.73348,0.242
shopping_net,F,0,45515.0,21.4,South,48,0,1.3039,1.76
shopping_pos,F,0,59228.0,19.6,South,21,0,0.68523,6.841
shopping_pos,F,0,35450.0,25.6,South,48,0,1.35096,270.712
shopping_net,F,0,47182.0,15.9,Midwest,41,0,1.55337,6.469
misc_pos,F,0,51759.0,25.8,South,49,0,0.7702,1.412
shopping_pos,F,0,58802.0,25.8,Northeast,29,0,1.25794,0.069
misc_pos,M,0,69755.0,8.3,South,45,0,0.8613,9.815
shopping_pos,F,1,48377.0,13.6,South,36,0,0.87471,1.523
