category,gender,is_fraud,median_household_income,poverty_rate,region,age,late_night,amt_thousand,city_pop_thousand
shopping_pos,F,0,68188,7.7,South,42,0,0.85124,1.563
shopping_net,F,0,53813,9.8,Midwest,48,0,5.89986,2.036
shopping_pos,F,0,50795,14.2,Midwest,29,0,1.78269,1.228
shopping_pos,F,0,56395,7.9,Midwest,39,0,0.74426,3.104
shopping_net,F,0,73084,10.4,South,34,0,0.85022,224.256
shopping_pos,F,0,42417,17,Midwest,39,0,1.00538,0.509
misc_pos,M,0,17049,27.7,Midwest,25,0,0.67725,128.715
shopping_net,F,0,105208,0,Northeast,39,0,0.66899,0.504
misc_pos,M,0,53839,10.1,South,43,0,1.65758,3.776
shopping_pos,M,0,50672,12,Midwest,45,0,0.91201,75.83
shopping_pos,F,0,59583,5.2,Midwest,48,0,0.68761,0.811
shopping_net,M,1,51484,7.2,Midwest,30,1,1.02104,1.735
shopping_net,M,0,56596,7.1,Northeast,47,1,1.4709,5.507
misc_net,M,1,51484,7.2,Midwest,30,1,0.85064,1.735
shopping_pos,M,1,51484,7.2,Midwest,30,1,0.76017,1.735
shopping_pos,F,0,54554,19.6,Northeast,29,1,1.73211,0.722
misc_net,F,1,59228,19.6,South,21,1,0.98983,6.841
misc_net,F,1,59228,19.6,South,21,1,0.68427,6.841
misc_pos,F,1,76719,2.4,Midwest,25,1,0.68431,0.733
misc_net,F,1,76719,2.4,Midwest,25,1,0.77278,0.733
shopping_net,F,1,57436,10.2,South,25,1,0.98701,5.719
shopping_net,F,1,57436,10.2,South,25,1,0.9062,5.719
misc_pos,F,0,53194,2.4,South,58,1,1.00805,1.143
misc_net,F,0,34522,21.2,South,59,0,1.1562,3.876
misc_net,F,0,62184,10,Midwest,47,0,0.79729,9.512
misc_net,F,0,70406,2.7,Midwest,36,0,0.77116,2.644
shopping_net,F,0,32250,11.7,Midwest,62,0,0.67679,0.118
shopping_net,M,0,64042,7.8,Midwest,50,0,0.65994,1.656
shopping_net,M,0,27000,35.8,Northeast,88,0,1.01732,0.397
misc_pos,F,0,54063,13.8,Midwest,54,0,0.72802,0.269
shopping_net,M,0,51021,14.8,South,58,0,0.61695,13.422
shopping_net,F,0,65224,12.8,West,38,0,0.64097,1312.922
shopping_pos,F,1,59228,19.6,South,21,0,0.7904,6.841
shopping_pos,M,0,83709,7.4,South,20,0,1.30288,28.739
shopping_net,F,0,56929,13.9,Northeast,29,0,0.62403,8.83
shopping_pos,F,0,129703,4.4,South,35,0,0.65666,2906.7
travel,M,0,80278,14.3,West,64,0,0.68496,0.207
shopping_net,M,1,72885,6.9,Northeast,51,0,0.96907,0.743
travel,F,0,61250,7.9,Northeast,71,0,3.95439,1.274
shopping_pos,M,1,94487,6.5,South,95,1,1.1134,9.784
shopping_net,F,0,38646,12,Midwest,32,1,0.7134,0.338
shopping_net,M,1,94487,6.5,South,95,1,1.03721,9.784
shopping_net,M,0,53891,13.4,South,54,1,0.7263,640.47
shopping_net,F,0,44063,22.5,Midwest,69,1,0.74475,0.331
shopping_net,F,0,46582,11.2,West,50,1,1.00314,45.303
misc_pos,M,0,52500,14,Midwest,67,1,0.99775,0.169
misc_net,M,0,48750,23.7,Midwest,78,1,0.66765,0.14
misc_net,F,1,59228,19.6,South,21,1,0.82563,6.841
shopping_net,F,0,50500,12.3,Northeast,65,1,0.65657,1.909
misc_net,F,0,70406,2.7,Midwest,36,0,0.66098,2.644
shopping_net,F,0,83438,0,South,54,0,0.6587,0.099
misc_pos,F,0,32406,26.7,South,61,0,0.70619,13.061
shopping_pos,F,0,78971,7.7,Northeast,59,0,0.73667,2.158
shopping_pos,M,0,47917,5.3,Midwest,78,0,0.97841,0.864
misc_net,M,0,108258,3.7,South,35,0,0.93712,20.328
shopping_pos,M,0,55107,14.5,South,43,0,1.88339,8.269
shopping_net,F,0,46913,24.5,West,31,0,0.73338,35.371
misc_pos,M,0,46536,15.8,South,36,0,1.72581,3.766
misc_net,F,1,44206,12.3,South,91,0,0.79298,19.09
shopping_net,F,0,53542,3.8,Midwest,48,0,2.91533,0.771
shopping_net,M,0,40871,28.9,West,32,0,1.674,7.268
shopping_net,F,0,67271,6.8,South,28,0,1.4814,5.875
shopping_net,M,0,60397,18.1,Northeast,29,0,2.70839,1382.48
shopping_net,F,0,50795,14.2,Midwest,29,0,0.7878,1.228
shopping_net,F,0,46693,16.2,Midwest,44,0,1.27246,910.148
travel,M,0,89846,5.3,South,23,0,1.39488,20.478
misc_net,M,1,72885,6.9,Northeast,51,1,0.7586,0.743
shopping_net,M,1,72885,6.9,Northeast,51,1,0.91858,0.743
shopping_net,M,1,94487,6.5,South,95,1,0.91674,9.784
misc_net,F,1,44206,12.3,South,91,1,0.74286,19.09
shopping_net,F,1,59228,19.6,South,21,1,0.89163,6.841
shopping_net,F,0,109063,4.1,West,66,0,0.75504,0.337
misc_pos,F,0,58281,9.6,Midwest,78,0,0.97566,3.119
shopping_net,M,0,59375,7.1,Midwest,68,0,0.62984,1.517
misc_net,F,0,54464,21.7,Midwest,52,0,0.66001,0.248
misc_net,M,0,49643,18,South,27,0,1.54735,238.602
shopping_pos,F,0,51833,5.9,Northeast,33,0,0.81442,1.334
shopping_pos,M,0,80506,5.8,Midwest,29,0,1.13481,9.679
shopping_net,F,0,44063,8,South,38,0,0.6707,0.836
shopping_pos,F,0,51528,17.9,West,31,0,1.99417,1.661
travel,M,0,58056,10.8,Midwest,17,0,8.64535,1.512
travel,F,0,44473,19.5,South,35,0,1.65411,36.438
travel,M,0,50972,9.8,West,53,0,6.78292,1.939
shopping_net,M,1,63566,17.3,South,72,1,1.11783,15.647
shopping_net,F,1,44206,12.3,South,91,1,0.85528,19.09
misc_net,M,1,63566,17.3,South,72,1,0.72397,15.647
misc_pos,M,0,95859,2.7,Northeast,42,1,0.92858,11.25
shopping_pos,F,1,44206,12.3,South,91,1,1.01008,19.09
misc_net,M,1,38375,25.4,South,27,1,0.82128,14.742
misc_net,F,0,65096,16.3,West,69,1,1.15211,1.139
misc_net,M,1,38375,25.4,South,27,1,0.61595,14.742
shopping_net,F,1,63125,13.4,South,43,1,1.11606,4.09
misc_net,M,1,38375,25.4,South,27,1,0.70907,14.742
misc_pos,F,0,44016,21.8,Northeast,67,0,0.99021,2.148
misc_pos,F,0,77260,6.1,South,66,0,1.38583,27.829
misc_net,F,0,34375,22.7,Northeast,50,0,0.87693,0.19
shopping_pos,M,0,54484,12.2,West,58,0,0.84621,4.154
shopping_pos,F,0,68011,7.6,South,39,0,0.88377,21.902
shopping_pos,F,0,54348,17.2,South,46,0,1.04283,151.785
travel,M,0,60106,20.8,South,68,0,0.6084,8.512
shopping_net,F,0,30139,23.7,South,36,0,2.35298,0.54
shopping_net,M,0,49643,18,South,27,0,1.81173,238.602
shopping_net,F,0,57722,9,Northeast,45,0,0.6482,5.895
shopping_pos,M,1,63566,17.3,South,72,1,0.9356,15.647
shopping_net,M,1,38375,25.4,South,27,1,0.96954,14.742
misc_pos,M,0,71467,3.9,South,27,1,1.64588,9.496
shopping_net,M,1,63566,17.3,South,72,1,1.26718,15.647
shopping_net,F,1,124590,2.2,Northeast,50,1,1.05186,2.307
misc_pos,F,1,80263,4.8,Midwest,38,1,0.71417,1.789
shopping_pos,F,1,63125,13.4,South,43,1,0.8965,4.09
misc_net,F,0,68750,4.1,Midwest,89,1,1.31578,0.307
misc_net,M,1,38375,25.4,South,27,1,0.81459,14.742
misc_pos,F,1,83125,4,Midwest,43,1,0.84457,0.346
misc_net,M,1,38375,25.4,South,27,1,0.69552,14.742
shopping_net,M,0,32500,23.6,Midwest,57,1,0.77399,0.269
shopping_pos,F,1,63125,13.4,South,43,1,0.8509,4.09
misc_net,F,0,47742,24.4,South,57,1,1.10631,6.629
misc_net,F,1,83125,4,Midwest,43,1,0.7784,0.346
shopping_pos,F,0,85781,0.7,Northeast,61,0,0.67068,1.271
shopping_net,F,0,81777,8.2,South,42,0,1.1204,10.076
shopping_pos,M,0,69688,7.3,Northeast,26,0,0.85005,4.354
shopping_pos,F,0,35078,17,South,43,0,0.80859,4.726
travel,F,0,98417,5.8,Northeast,47,0,1.01903,2.376
shopping_pos,F,0,55625,13.5,West,47,0,0.67063,11.256
shopping_pos,F,0,28542,37.7,South,47,0,0.66055,0.302
misc_pos,F,0,60893,5.6,Northeast,47,0,0.81081,0.922
shopping_pos,F,0,38654,16.4,South,28,0,0.74484,4.575
misc_pos,M,0,37679,21.1,West,23,0,0.74117,276.896
shopping_net,F,1,124590,2.2,Northeast,50,1,1.17112,2.307
shopping_pos,F,1,80263,4.8,Midwest,38,1,1.0434,1.789
shopping_pos,M,0,108258,3.7,South,35,1,1.25522,20.328
travel,M,0,68558,6.8,Northeast,32,1,0.62133,0.477
travel,F,0,39554,7.1,Midwest,48,1,0.80557,0.765
shopping_net,F,1,124590,2.2,Northeast,50,1,0.81562,2.307
shopping_pos,F,1,80263,4.8,Midwest,38,1,1.07908,1.789
travel,F,0,68011,7.6,South,39,1,2.2856,21.902
shopping_net,F,1,80263,4.8,Midwest,38,1,1.10733,1.789
shopping_net,F,1,80263,4.8,Midwest,38,1,0.88283,1.789
shopping_pos,F,1,80263,4.8,Midwest,38,1,1.05131,1.789
shopping_pos,F,1,83125,4,Midwest,43,1,0.81905,0.346
misc_net,M,1,43661,14.1,South,41,1,0.76262,3.395
shopping_pos,M,0,58625,0,West,52,1,0.76475,0.899
misc_net,M,1,43661,14.1,South,41,1,0.76603,3.395
misc_net,F,1,83125,4,Midwest,43,1,0.95419,0.346
misc_net,F,0,45795,13.2,South,58,0,1.06204,5.908
entertainment,F,0,63543,11.8,South,35,0,0.63299,19.685
shopping_pos,M,0,56596,7.1,Northeast,47,0,4.39425,5.507
shopping_net,F,0,22800,28.7,South,48,0,1.24378,1.089
shopping_pos,M,0,69205,10.4,South,26,0,1.78175,71.335
misc_pos,M,0,58019,13.7,West,30,0,1.18421,9.772
shopping_pos,F,1,66194,7.8,Midwest,64,1,0.87738,222.785
shopping_net,F,1,66194,7.8,Midwest,64,1,0.93191,222.785
travel,M,0,47220,8.5,South,84,1,2.84974,1.461
misc_net,M,0,49153,19.7,Northeast,49,1,0.70509,3.833
misc_pos,F,0,68440,8.3,South,28,1,0.60277,51.427
shopping_net,F,0,110417,4,Midwest,78,1,0.71993,2.328
shopping_pos,M,0,81042,3.8,Midwest,64,1,0.67362,0.532
shopping_net,F,0,88917,0,Midwest,66,0,1.1989,0.133
misc_net,M,0,149934,3.9,South,43,0,0.77542,19.054
misc_net,F,0,57679,16.5,South,68,0,1.01824,1.078
shopping_pos,M,0,57949,11,Midwest,74,0,1.45327,95.015
shopping_pos,F,0,57302,9,South,52,0,1.35372,156.391
misc_pos,F,0,57722,9,Northeast,45,0,0.60677,5.895
shopping_net,M,0,59375,7.1,Midwest,68,0,0.93691,1.517
shopping_net,F,0,62944,7.7,South,44,0,0.77575,4.074
shopping_pos,F,0,71250,6.8,South,37,0,1.2022,0.178
shopping_pos,F,0,62772,12.5,Midwest,49,0,1.96036,479.994
shopping_net,F,0,51759,25.8,South,49,0,0.75044,1.412
shopping_pos,F,0,41950,7.9,South,32,0,0.73748,3.495
shopping_net,F,0,64898,14.3,South,32,0,0.63451,12.335
shopping_net,F,0,47250,16.9,Midwest,44,0,0.8135,0.324
shopping_pos,F,0,41250,23.6,West,34,0,0.71632,1.645
shopping_pos,M,0,98537,9.2,South,27,0,0.66692,116.001
shopping_net,F,0,80333,5.1,West,28,0,1.26735,525.713
shopping_net,F,0,44688,24.6,South,46,0,1.08644,5.621
shopping_net,F,0,73084,10.4,South,34,0,0.62351,224.256
shopping_pos,F,0,97759,6.3,West,34,0,2.22162,94.014
shopping_pos,F,0,44379,19.3,South,24,0,1.49334,34.153
misc_pos,F,0,34261,6.9,South,27,0,0.8576,1.352
travel,M,0,17708,80.9,South,81,0,3.87202,0.376
shopping_net,F,0,97470,7,West,43,1,0.94106,190.249
shopping_net,F,1,66194,7.8,Midwest,64,1,0.89798,222.785
shopping_pos,F,1,66194,7.8,Midwest,64,1,1.10956,222.785
shopping_net,F,1,60833,10.1,South,44,1,0.93597,1.766
shopping_pos,F,0,51667,10,Northeast,61,1,1.24531,1.131
misc_net,F,0,61953,16.9,Northeast,46,1,0.71126,71.485
shopping_pos,F,1,60833,10.1,South,44,1,0.86253,1.766
shopping_pos,F,0,58365,13.5,Northeast,54,1,0.70929,1.606
shopping_net,F,0,40694,25.4,South,52,1,0.6262,413.574
shopping_net,F,0,109063,4.1,West,66,1,0.84105,0.337
misc_net,F,0,82217,8.8,West,47,0,0.77297,54.287
misc_net,F,1,60833,10.1,South,44,0,0.87632,1.766
shopping_net,F,0,53368,12.4,South,70,0,0.63339,13.717
shopping_pos,M,0,92518,4.3,South,66,0,1.06034,69.793
shopping_pos,F,0,77260,6.1,South,66,0,2.44275,27.829
shopping_net,F,0,40574,27.4,South,36,0,1.55539,59.744
shopping_net,M,0,55152,10.7,South,35,0,1.49955,79.008
shopping_pos,F,0,46136,8.1,West,39,0,1.14097,0.241
travel,M,0,58864,15.8,Midwest,34,0,0.60565,0.795
travel,F,0,69828,11.5,West,38,0,1.18864,3.684
travel,F,0,60313,11.1,South,86,0,3.30057,276.002
misc_net,F,0,53813,9.8,Midwest,48,0,1.2705,2.036
shopping_pos,F,0,47182,15.9,Midwest,41,0,0.82333,6.469
shopping_pos,F,0,44904,19.2,South,36,0,0.79525,21.134
shopping_net,F,0,129703,4.4,South,35,0,1.50873,2906.7
shopping_pos,F,0,54554,19.6,Northeast,29,0,0.74989,0.722
shopping_net,F,0,35450,25.6,South,48,0,0.61481,270.712
shopping_pos,F,0,69524,8,West,35,1,1.31988,299.48
shopping_net,F,0,75125,7.1,Midwest,26,1,0.95111,2.691
shopping_net,F,0,67447,8.3,Northeast,39,1,0.68111,6.508
misc_net,F,1,53265,10.8,Midwest,22,1,0.83898,6.703
shopping_pos,F,0,44540,34.2,West,56,1,2.11738,191.096
shopping_net,F,0,68788,19.2,Northeast,92,1,0.70076,3.066
misc_net,M,1,64663,6.2,Midwest,44,1,0.82834,3.096
shopping_pos,F,1,60833,10.1,South,44,1,1.02417,1.766
misc_pos,M,0,62326,3.6,Midwest,65,1,0.92654,2.304
misc_net,F,0,54063,13.8,Midwest,54,0,0.68986,0.269
misc_pos,F,1,60833,10.1,South,44,0,0.81295,1.766
misc_net,F,0,52527,21.5,South,69,0,0.61317,1.178
misc_net,F,0,50565,14.6,South,49,0,0.63557,2.526
shopping_net,F,0,116313,2.6,Northeast,93,0,0.97102,4.845
shopping_pos,M,1,69760,8.6,Midwest,50,0,0.92737,3.289
shopping_pos,F,0,57436,10.2,South,25,0,0.79526,5.719
shopping_pos,F,0,56929,13.9,Northeast,29,0,0.64381,8.83
shopping_pos,F,0,50565,14.6,South,49,0,0.92831,2.526
shopping_net,F,0,33175,19.2,West,32,0,1.38788,2.872
shopping_net,F,0,37348,13.4,South,33,0,1.44637,1.186
shopping_pos,M,0,54613,22.1,South,25,0,1.04885,214.703
shopping_net,F,0,97470,7,West,43,0,1.25332,190.249
misc_pos,M,0,52512,10,Midwest,30,0,0.68789,7.297
shopping_net,F,1,53265,10.8,Midwest,22,1,1.12506,6.703
shopping_net,M,1,69760,8.6,Midwest,50,1,0.97639,3.289
shopping_net,M,0,161140,3.3,Midwest,34,1,1.26732,27.02
shopping_pos,M,1,64663,6.2,Midwest,44,1,0.73646,3.096
shopping_pos,M,1,64663,6.2,Midwest,44,1,0.87399,3.096
shopping_net,M,1,69760,8.6,Midwest,50,1,1.04258,3.289
shopping_net,F,1,53265,10.8,Midwest,22,1,1.04678,6.703
shopping_net,M,1,64663,6.2,Midwest,44,1,1.02484,3.096
shopping_pos,F,1,60833,10.1,South,44,1,0.7741,1.766
shopping_net,F,1,53265,10.8,Midwest,22,1,1.18577,6.703
shopping_pos,M,1,64663,6.2,Midwest,44,1,0.79956,3.096
shopping_pos,F,1,53265,10.8,Midwest,22,1,0.90985,6.703
shopping_net,F,1,51250,21.7,South,49,1,0.91368,0.551
shopping_pos,M,0,67789,9.3,South,61,0,1.83859,1263.321
misc_net,M,0,48750,23.7,Midwest,78,0,1.06591,0.14
misc_pos,F,0,69167,8.4,Midwest,37,0,0.65449,1.574
shopping_pos,F,0,57722,9,Northeast,45,0,0.70716,5.895
shopping_pos,F,0,38646,12,Midwest,32,0,3.07072,0.338
shopping_pos,F,0,42317,19.9,South,43,0,0.7449,16.183
shopping_pos,F,0,68188,7.7,South,42,0,0.91403,1.563
shopping_net,M,1,64663,6.2,Midwest,44,1,1.03231,3.096
shopping_net,F,1,53265,10.8,Midwest,22,1,1.03566,6.703
misc_net,M,1,69760,8.6,Midwest,50,1,0.79622,3.289
shopping_net,F,1,78879,6.1,Midwest,72,1,0.95019,1.19
shopping_pos,M,1,64663,6.2,Midwest,44,1,0.84013,3.096
misc_net,F,1,78879,6.1,Midwest,72,1,0.82229,1.19
shopping_net,M,1,69760,8.6,Midwest,50,1,0.96604,3.289
shopping_net,F,1,46136,8.1,West,39,1,1.02576,0.241
shopping_pos,F,1,61887,15.4,South,32,1,0.82113,94.325
shopping_pos,F,1,51250,21.7,South,49,1,0.81162,0.551
shopping_net,F,1,51250,21.7,South,49,1,1.00386,0.551
misc_net,F,0,39554,7.1,Midwest,48,0,0.77059,0.765
shopping_net,F,0,40927,9.3,South,64,0,1.10975,0.263
misc_net,M,0,99614,6.5,South,29,0,0.95518,316.665
shopping_net,M,0,25875,17.7,South,63,0,0.68228,1.758
shopping_pos,F,1,78879,6.1,Midwest,72,0,0.88994,1.19
shopping_net,F,0,69408,9.5,West,45,0,0.79521,320.42
shopping_pos,F,0,35450,25.6,South,48,0,0.64271,270.712
shopping_pos,M,0,57276,10.7,South,48,0,0.80911,5.901
shopping_pos,F,0,54711,15.7,South,37,0,0.79609,186.14
travel,F,0,49274,10.1,West,63,0,2.33665,4.161
misc_pos,M,0,69205,10.4,South,26,0,0.62724,71.335
shopping_pos,F,1,51250,21.7,South,49,1,0.84581,0.551
misc_pos,F,0,93786,6.1,Midwest,15,1,0.79931,163.415
shopping_pos,F,1,78879,6.1,Midwest,72,1,0.78568,1.19
misc_net,F,1,78879,6.1,Midwest,72,1,0.81126,1.19
shopping_net,F,1,46136,8.1,West,39,1,0.86633,0.241
shopping_pos,F,1,46136,8.1,West,39,1,0.93978,0.241
misc_net,F,0,81117,0,Northeast,37,1,0.99632,0.328
misc_net,M,0,55313,5,Midwest,53,0,0.71181,0.68
shopping_net,M,0,90688,7.1,South,52,0,1.10883,6.434
shopping_net,M,0,53891,13.4,South,54,0,0.63132,640.47
shopping_net,F,0,50500,12.3,Northeast,65,0,0.97284,1.909
shopping_net,M,0,126597,0,South,55,0,0.66244,0.47
misc_net,F,0,58802,12,Northeast,35,0,0.72122,21.125
shopping_net,F,0,45859,24.7,South,59,0,1.11999,4.424
misc_net,F,0,64510,9.3,South,36,0,0.76751,144.16
shopping_pos,F,0,67271,6.8,South,28,0,1.09762,5.875
shopping_pos,M,0,58750,6.5,Midwest,33,0,0.90661,16.163
shopping_pos,M,0,74744,11.6,Northeast,46,1,1.28968,687.276
shopping_pos,M,0,55843,13.4,West,32,1,2.12711,151.815
shopping_pos,F,0,54554,19.6,Northeast,29,1,3.44534,0.722
shopping_pos,M,0,51008,9.6,Northeast,52,1,0.71412,1.666
shopping_pos,F,1,65074,4.6,Midwest,46,1,1.31997,1.745
shopping_pos,F,0,62944,7.7,South,44,0,1.35693,4.074
misc_pos,M,0,85208,4.2,South,39,0,0.77615,5.848
shopping_pos,F,0,93786,6.1,Midwest,15,0,0.6333,163.415
entertainment,M,0,77425,9.8,West,46,0,0.62508,105.549
shopping_net,F,0,44688,24.6,South,46,0,0.69698,5.621
shopping_pos,F,0,56611,10.4,South,49,0,1.5989,46.563
shopping_net,F,0,22800,28.7,South,48,1,2.96987,1.089
shopping_net,M,0,99614,6.5,South,29,1,1.01041,316.665
shopping_net,M,0,27391,32.3,South,21,1,2.88652,2.87
shopping_pos,F,0,60270,13.4,South,90,1,1.15392,52.126
shopping_net,F,1,65074,4.6,Midwest,46,1,1.00046,1.745
shopping_net,F,1,65074,4.6,Midwest,46,1,1.01977,1.745
shopping_net,M,0,50972,9.8,West,53,1,0.74821,1.939
misc_net,F,0,50152,17,South,27,0,0.69389,5.161
shopping_pos,F,0,45958,11.9,South,53,0,2.11172,5.989
shopping_pos,F,0,53243,10.6,South,89,0,0.72329,2.807
shopping_pos,M,0,94481,3.6,Midwest,61,0,0.87258,5.619
misc_pos,F,0,50684,8.1,Midwest,60,0,0.77971,4.049
shopping_net,F,0,72385,13.6,West,36,0,1.14791,27.971
shopping_pos,F,0,61875,8,Midwest,22,0,0.83469,9.594
shopping_pos,M,0,27391,32.3,South,21,0,1.25309,2.87
shopping_pos,F,0,97759,6.3,West,34,0,1.46869,94.014
travel,F,0,66367,5.2,Midwest,32,0,2.14193,545.147
shopping_net,F,0,72614,4.7,Midwest,25,0,2.21894,0.372
shopping_net,F,0,64712,15.2,South,43,0,0.91708,378.909
shopping_net,M,0,54159,14.9,Northeast,22,1,0.67488,17.867
travel,F,0,54063,13.8,Midwest,54,1,3.13513,0.269
misc_pos,F,0,77989,5.1,Midwest,23,1,0.61558,31.394
shopping_pos,F,0,53280,18.7,Midwest,28,1,0.71131,128.354
shopping_net,F,0,35450,25.6,South,48,1,1.06204,270.712
shopping_net,M,0,48750,23.7,Midwest,78,1,1.10499,0.14
shopping_pos,F,1,48377,13.6,South,36,1,0.90988,1.523
shopping_net,M,0,64688,8.7,Northeast,66,1,0.64561,4.778
misc_net,M,0,94487,6.5,South,95,0,1.07019,9.784
shopping_pos,F,0,104501,5.2,West,60,0,2.96905,1241.364
shopping_net,F,0,106120,2.6,Northeast,55,0,1.1182,5.438
shopping_pos,F,0,64712,15.2,South,43,0,1.03702,378.909
shopping_pos,F,0,69408,9.5,West,45,0,0.60724,320.42
shopping_net,F,0,33175,19.2,West,32,0,0.74017,2.872
misc_net,M,0,36421,26,South,24,0,0.80132,1595.797
shopping_net,F,0,68611,0,South,48,0,0.73276,0.863
misc_pos,M,0,57276,10.7,South,48,0,0.63731,5.901
shopping_net,M,0,108258,3.7,South,35,0,1.03736,20.328
shopping_pos,M,0,66079,9,Midwest,38,0,1.23172,23.727
travel,F,0,41245,15,South,42,0,1.83276,9.521
misc_net,M,0,52375,10.5,West,74,1,0.6532,0.589
shopping_net,F,1,48377,13.6,South,36,1,1.01767,1.523
shopping_net,M,0,126597,0,South,55,1,1.19193,0.47
misc_pos,F,1,48377,13.6,South,36,1,0.64541,1.523
shopping_pos,F,0,47528,19.4,Midwest,93,0,1.36605,16.305
shopping_pos,M,0,56764,9.2,Midwest,57,0,1.58127,9.165
misc_net,M,0,46536,15.8,South,36,0,1.07183,3.766
misc_net,M,0,149934,3.9,South,43,0,1.16916,19.054
shopping_pos,M,0,18170,17.2,South,50,0,2.11253,0.365
shopping_net,M,0,65161,18.7,Midwest,82,0,0.81642,4.081
shopping_net,F,0,39250,21.3,South,34,0,2.34863,1.97
shopping_pos,F,0,55625,13.5,West,47,0,0.62049,11.256
misc_pos,M,0,61067,2.2,Midwest,34,0,0.74608,409.656
shopping_net,F,0,21250,37.7,Midwest,33,0,1.73348,0.242
shopping_net,F,0,45515,21.4,South,48,0,1.3039,1.76
shopping_pos,F,0,59228,19.6,South,21,0,0.68523,6.841
shopping_pos,F,0,35450,25.6,South,48,0,1.35096,270.712
shopping_net,F,0,47182,15.9,Midwest,41,0,1.55337,6.469
misc_pos,F,0,51759,25.8,South,49,0,0.7702,1.412
misc_pos,M,0,69755,8.3,South,45,0,0.8613,9.815
shopping_pos,F,1,48377,13.6,South,36,0,0.87471,1.523
shopping_net,M,0,68958,4.9,South,24,0,0.63702,0.564
shopping_pos,M,0,108870,3.5,Northeast,45,1,0.86043,35.299
misc_pos,M,0,36421,26,South,24,1,0.70632,1595.797
shopping_net,F,0,37348,27,Midwest,41,1,0.7168,1.019
shopping_pos,F,1,48377,13.6,South,36,1,0.85932,1.523
shopping_net,M,0,40779,11.9,Midwest,66,0,0.6872,1.831
shopping_pos,M,0,56764,9.2,Midwest,57,0,0.65277,9.165
shopping_pos,F,0,57679,16.5,South,68,0,0.97396,1.078
travel,M,0,40083,11.1,South,34,0,0.60059,0.741
shopping_net,F,0,100208,6.5,West,28,0,1.78546,107.941
shopping_net,F,0,54205,14.2,Midwest,45,0,1.08979,0.878
shopping_pos,M,1,48750,17.1,Midwest,74,1,0.75801,0.128
travel,M,0,70302,8.8,South,40,1,0.95848,5.512
shopping_net,M,1,48750,17.1,Midwest,74,1,1.0571,0.128
shopping_pos,M,0,98537,9.2,South,27,1,1.03375,116.001
shopping_net,F,0,45515,21.4,South,48,1,1.76149,1.76
misc_pos,F,0,23936,41,South,29,1,0.78887,18.128
shopping_net,F,1,98417,5.8,Northeast,47,1,1.00975,2.376
misc_net,M,0,81042,3.8,Midwest,64,1,0.71156,0.532
shopping_pos,F,0,88784,7.7,Northeast,60,0,2.03044,3.487
shopping_pos,M,0,65161,18.7,Midwest,82,0,0.62756,4.081
shopping_pos,M,0,28768,34.2,Midwest,50,0,1.46682,673.342
shopping_pos,F,0,48393,20.9,Midwest,31,0,0.90244,1.847
shopping_net,F,0,96198,6.2,Midwest,35,0,0.72724,6.951
shopping_net,F,0,40574,27.4,South,36,0,0.60871,59.744
shopping_net,M,0,106875,6,West,46,0,3.21141,381.459
shopping_pos,F,0,80263,4.8,Midwest,38,0,1.2373,1.789
misc_net,M,1,69483,4.4,Northeast,54,0,0.92335,2.471
shopping_pos,F,0,79706,6.2,West,49,0,1.19556,84.106
shopping_pos,M,0,69688,7.3,Northeast,26,0,3.20964,4.354
misc_pos,F,0,53813,9.8,Midwest,49,0,1.50877,2.036
misc_net,F,0,41250,18.4,Midwest,47,0,2.78298,0.725
shopping_net,M,1,69483,4.4,Northeast,54,1,1.04628,2.471
shopping_pos,M,1,69483,4.4,Northeast,54,1,0.97097,2.471
misc_net,M,1,69483,4.4,Northeast,54,1,1.03988,2.471
shopping_net,M,1,69483,4.4,Northeast,54,1,0.96337,2.471
shopping_net,M,1,69483,4.4,Northeast,54,1,0.95623,2.471
travel,M,0,54333,8.8,South,58,1,2.1577,4.367
misc_pos,F,1,98417,5.8,Northeast,47,1,0.72152,2.376
misc_pos,F,0,43553,9.1,South,87,1,0.67013,0.341
misc_net,F,0,51759,25.8,South,49,0,1.41702,1.412
shopping_net,F,1,98417,5.8,Northeast,47,0,0.83292,2.376
shopping_pos,F,0,124716,5.2,Northeast,30,0,0.82496,4.056
misc_net,M,0,65887,8.2,Midwest,16,0,0.76703,817.312
travel,F,0,63633,15.6,Midwest,34,0,2.60356,3.458
shopping_pos,F,0,37184,14.2,South,43,0,0.60345,7.155
shopping_pos,M,0,47781,9.6,Northeast,44,0,0.6445,3.684
shopping_net,M,1,69483,4.4,Northeast,54,1,0.99281,2.471
shopping_net,M,1,69483,4.4,Northeast,54,1,1.03325,2.471
shopping_pos,F,0,46739,9.6,Midwest,32,1,1.29214,2.523
misc_net,M,0,43417,12.2,Midwest,50,0,1.31194,1.979
shopping_pos,M,0,46875,18.5,South,59,0,1.38066,0.626
travel,F,0,55455,8.3,Midwest,79,0,1.27046,0.493
shopping_pos,F,0,74731,4.6,Midwest,39,0,0.80889,13.973
shopping_pos,M,0,55152,10.7,South,35,0,2.87133,79.008
shopping_net,F,0,72396,10.2,West,30,0,1.86522,0.302
shopping_pos,M,0,63434,9.7,South,31,0,2.90969,71.463
misc_net,M,1,78859,2.7,Midwest,54,1,0.99621,0.519
misc_net,M,1,78859,2.7,Midwest,54,1,0.81084,0.519
misc_net,M,1,78859,2.7,Midwest,54,1,0.7608,0.519
